timestamp,price,open,lastClose,dayHigh,dayLow,yearLow,yearHigh,50avg,200avg,targetLow,targetMean,targetHigh,forecastNowAvg,forecastNowGrowth,forecastFutureAvg,forecastFutureGrowth,forecastFutureYrAvg,forecastFutureYrGrowth,positiveScore,negativeScore,neutralScore
2023-02-03 10:43:22,115.03500366210938,115.1500015258789,115.98999786376952,115.4499969482422,113.94000244140624,109.23999786376952,142.7899932861328,125.28940002441406,126.49334976196288,118.0,136.15,157.0,1.48,0.0139999995,0.89,0.89,6.28,6.28,0.36065173116089555,0.1174446028513241,0.5219012219959261
2023-02-03 11:01:04,114.875,115.1500015258789,115.98999786376952,115.4499969482422,113.94000244140624,109.23999786376952,142.7899932861328,125.28940002441406,126.49334976196288,118.0,136.15,157.0,1.48,0.0139999995,0.89,0.89,6.28,6.28,0.35978156182212556,0.11815943600867702,0.5220572668112795
2023-02-03 12:00:02,114.61000061035156,115.1500015258789,115.98999786376952,115.4499969482422,113.94000244140624,109.23999786376952,142.7899932861328,125.28940002441406,126.49334976196288,118.0,136.15,157.0,1.48,0.0139999995,0.89,0.89,6.28,6.28,0.35978156182212556,0.11815943600867702,0.5220572668112795
2023-02-03 12:30:02,115.24500274658205,115.1500015258789,115.98999786376952,115.4499969482422,113.94000244140624,109.23999786376952,142.7899932861328,125.28940002441406,126.49334976196288,118.0,136.15,157.0,1.48,0.0139999995,0.89,0.89,6.28,6.28,0.35978156182212556,0.11815943600867702,0.5220572668112795
2023-02-03 13:00:02,115.05500030517578,115.1500015258789,115.98999786376952,115.54000091552734,113.94000244140624,109.23999786376952,142.7899932861328,125.28940002441406,126.49334976196288,118.0,136.15,157.0,1.48,0.0139999995,0.89,0.89,6.28,6.28,0.35978156182212556,0.11815943600867702,0.5220572668112795
2023-02-03 13:30:01,114.93499755859376,115.1500015258789,115.98999786376952,115.54000091552734,113.94000244140624,109.23999786376952,142.7899932861328,125.28940002441406,126.49334976196288,118.0,136.15,157.0,1.48,0.0139999995,0.89,0.89,6.28,6.28,0.35978156182212556,0.11815943600867702,0.5220572668112795
2023-02-03 14:00:02,114.875,115.1500015258789,115.98999786376952,115.54000091552734,113.94000244140624,109.23999786376952,142.7899932861328,125.28940002441406,126.49334976196288,118.0,136.15,157.0,1.48,0.0139999995,0.89,0.89,6.28,6.28,0.35978156182212556,0.11815943600867702,0.5220572668112795
2023-02-03 14:30:01,114.66500091552734,115.1500015258789,115.98999786376952,115.54000091552734,113.94000244140624,109.23999786376952,142.7899932861328,125.28940002441406,126.49334976196288,118.0,136.15,157.0,1.48,0.0139999995,0.89,0.89,6.28,6.28,0.35978156182212556,0.11815943600867702,0.5220572668112795
2023-02-03 15:00:02,114.48999786376952,115.1500015258789,115.98999786376952,115.54000091552734,113.94000244140624,109.23999786376952,142.7899932861328,125.28940002441406,126.49334976196288,118.0,136.15,157.0,1.48,0.0139999995,0.89,0.89,6.28,6.28,0.35978156182212556,0.11815943600867702,0.5220572668112795
2023-02-03 15:30:01,114.76000213623048,115.1500015258789,115.98999786376952,115.54000091552734,113.94000244140624,109.23999786376952,142.7899932861328,125.28940002441406,126.49334976196288,118.0,136.15,157.0,1.48,0.0139999995,0.89,0.89,6.28,6.28,0.35978156182212556,0.11815943600867702,0.5220572668112795
2023-02-03 16:00:02,113.91999816894533,115.1500015258789,115.98999786376952,115.54000091552734,113.77999877929688,109.23999786376952,142.7899932861328,125.28940002441406,126.49334976196288,118.0,136.15,157.0,1.48,0.0139999995,0.89,0.89,6.28,6.28,0.35978156182212556,0.11815943600867702,0.5220572668112795
2023-02-03 16:30:02,113.91999816894533,115.1500015258789,115.98999786376952,115.54000091552734,113.77999877929688,109.23999786376952,142.7899932861328,125.28940002441406,126.49334976196288,118.0,136.15,157.0,1.48,0.0139999995,0.89,0.89,6.28,6.28,0.35978156182212556,0.11815943600867702,0.5220572668112795
2023-02-03 17:00:02,113.91999816894533,115.1500015258789,115.98999786376952,115.54000091552734,113.77999877929688,109.23999786376952,142.7899932861328,125.28940002441406,126.49334976196288,118.0,136.15,157.0,1.48,0.0139999995,0.89,0.89,6.28,6.28,0.35978156182212556,0.11815943600867702,0.5220572668112795
2023-02-03 17:30:01,113.91999816894533,115.1500015258789,115.98999786376952,115.54000091552734,113.77999877929688,109.23999786376952,142.7899932861328,125.28940002441406,126.49334976196288,118.0,136.15,157.0,1.48,0.0139999995,0.89,0.89,6.28,6.28,0.35978156182212556,0.11815943600867702,0.5220572668112795
2023-02-06 09:00:01,113.91999816894533,115.1500015258789,115.98999786376952,115.54000091552734,113.77999877929688,109.23999786376952,142.7899932861328,125.01059997558592,126.44274974823,112.0,135.01,157.0,1.48,0.0139999995,0.89,0.89,6.28,6.28,0.36053212121212075,0.11724868686868715,0.5222167676767673
2023-02-06 09:30:01,113.1999969482422,115.1500015258789,113.91999816894533,113.61000061035156,113.1999969482422,109.23999786376952,142.7899932861328,125.01059997558592,126.44274974823,112.0,135.01,157.0,1.48,0.0139999995,0.89,0.89,6.28,6.28,0.36053212121212075,0.11724868686868715,0.5222167676767673
2023-02-06 10:00:02,112.12000274658205,113.61000061035156,113.91999816894533,113.61000061035156,112.01270294189452,109.23999786376952,142.7899932861328,125.01059997558592,126.44274974823,112.0,135.01,157.0,1.48,0.0139999995,0.89,0.89,6.28,6.28,0.36053212121212075,0.11724868686868715,0.5222167676767673
2023-02-06 10:30:02,112.05500030517578,113.61000061035156,113.91999816894533,113.61000061035156,112.0,109.23999786376952,142.7899932861328,125.01059997558592,126.44274974823,112.0,135.01,157.0,1.48,0.0139999995,0.89,0.89,6.28,6.28,0.36062687747035566,0.11685355731225325,0.5225179841897232
2023-02-06 11:30:02,112.98999786376952,113.61000061035156,113.91999816894533,113.61000061035156,111.97000122070312,109.23999786376952,142.7899932861328,125.01059997558592,126.44274974823,112.0,135.01,157.0,1.48,0.0139999995,0.89,0.89,6.28,6.28,0.36062687747035566,0.11685355731225325,0.5225179841897232
2023-02-06 12:00:02,112.2699966430664,113.61000061035156,113.91999816894533,113.61000061035156,111.97000122070312,109.23999786376952,142.7899932861328,125.01059997558592,126.44274974823,112.0,135.01,157.0,1.48,0.0139999995,0.89,0.89,6.28,6.28,0.36062687747035566,0.11685355731225325,0.5225179841897232
2023-02-06 12:30:02,112.18000030517578,113.61000061035156,113.91999816894533,113.61000061035156,111.97000122070312,109.23999786376952,142.7899932861328,125.01059997558592,126.44274974823,112.0,135.01,157.0,1.48,0.0139999995,0.89,0.89,6.28,6.28,0.36062687747035566,0.11685355731225325,0.5225179841897232
2023-02-06 13:00:02,112.11499786376952,113.61000061035156,113.91999816894533,113.61000061035156,111.97000122070312,109.23999786376952,142.7899932861328,125.01059997558592,126.44274974823,112.0,135.01,157.0,1.48,0.0139999995,0.89,0.89,6.28,6.28,0.36062687747035566,0.11685355731225325,0.5225179841897232
2023-02-06 13:30:01,112.11000061035156,113.61000061035156,113.91999816894533,113.61000061035156,111.97000122070312,109.23999786376952,142.7899932861328,125.01059997558592,126.44274974823,112.0,135.01,157.0,1.48,0.0139999995,0.89,0.89,6.28,6.28,0.36062687747035566,0.11685355731225325,0.5225179841897232
2023-02-06 14:00:02,112.0999984741211,115.1500015258789,113.91999816894533,113.61000061035156,111.97000122070312,109.23999786376952,142.7899932861328,125.01059997558592,126.44274974823,112.0,135.01,157.0,1.48,0.0139999995,0.89,0.89,6.28,6.28,0.36062687747035566,0.11685355731225325,0.5225179841897232
2023-02-06 14:30:02,112.18499755859376,113.61000061035156,113.91999816894533,113.61000061035156,111.97000122070312,109.23999786376952,142.7899932861328,125.01059997558592,126.44274974823,112.0,135.01,157.0,1.48,0.0139999995,0.89,0.89,6.28,6.28,0.36062687747035566,0.11685355731225325,0.5225179841897232
2023-02-06 15:00:02,112.05999755859376,113.61000061035156,113.91999816894533,113.61000061035156,111.97000122070312,109.23999786376952,142.7899932861328,125.01059997558592,126.44274974823,112.0,135.01,157.0,1.48,0.0139999995,0.89,0.89,6.28,6.28,0.36062687747035566,0.11685355731225325,0.5225179841897232
2023-02-06 15:30:02,112.06500244140624,113.61000061035156,113.91999816894533,113.61000061035156,111.72000122070312,109.23999786376952,142.7899932861328,125.01059997558592,126.44274974823,112.0,135.01,157.0,1.41,-0.034,0.92,0.92,6.24,6.24,0.36062687747035566,0.11685355731225325,0.5225179841897232
2023-02-06 16:00:02,112.19000244140624,115.1500015258789,113.91999816894533,113.61000061035156,111.72000122070312,109.23999786376952,142.7899932861328,125.01059997558592,126.44274974823,112.0,135.01,157.0,1.41,-0.034,0.92,0.92,6.24,6.24,0.36062687747035566,0.11685355731225325,0.5225179841897232
2023-02-06 16:30:02,112.19000244140624,113.61000061035156,113.91999816894533,113.61000061035156,111.72000122070312,109.23999786376952,142.7899932861328,125.01059997558592,126.44274974823,112.0,135.01,157.0,1.41,-0.034,0.92,0.92,6.24,6.24,0.36062687747035566,0.11685355731225325,0.5225179841897232
2023-02-06 17:00:02,112.19000244140624,113.61000061035156,113.91999816894533,113.61000061035156,111.72000122070312,109.23999786376952,142.7899932861328,125.01059997558592,126.44274974823,112.0,135.01,157.0,1.41,-0.034,0.92,0.92,6.24,6.24,0.36062687747035566,0.11685355731225325,0.5225179841897232
2023-02-06 17:30:02,112.19000244140624,113.61000061035156,113.91999816894533,113.61000061035156,111.72000122070312,109.23999786376952,142.7899932861328,125.01059997558592,126.44274974823,112.0,135.01,157.0,1.41,-0.034,0.92,0.92,6.24,6.24,0.36062687747035566,0.11685355731225325,0.5225179841897232
2023-02-07 09:30:02,111.87000274658205,113.61000061035156,112.19000244140624,112.43000030517578,111.81999969482422,109.23999786376952,142.7899932861328,124.66399993896484,126.38714977264404,112.0,135.01,157.0,1.41,-0.034,0.92,0.92,6.24,6.24,0.3610778741865511,0.11623600867678992,0.5226861171366595
2023-02-07 10:00:02,112.0199966430664,112.12999725341795,112.19000244140624,112.75,111.8000030517578,109.23999786376952,142.7899932861328,124.66399993896484,126.38714977264404,112.0,135.01,157.0,1.41,-0.034,0.92,0.92,6.24,6.24,0.3610778741865511,0.11623600867678992,0.5226861171366595
2023-02-07 10:30:02,112.41000366210938,112.12999725341795,112.19000244140624,112.95999908447266,111.8000030517578,109.23999786376952,142.7899932861328,124.66399993896484,126.38714977264404,112.0,135.01,157.0,1.41,-0.034,0.92,0.92,6.24,6.24,0.3610778741865511,0.11623600867678992,0.5226861171366595
2023-02-07 11:00:02,112.08999633789062,112.12999725341795,112.19000244140624,112.95999908447266,111.8000030517578,109.23999786376952,142.7899932861328,124.66399993896484,126.38714977264404,112.0,135.01,157.0,1.41,-0.034,0.92,0.92,6.24,6.24,0.26495,0.1372,0.59785
2023-02-07 11:30:02,112.43000030517578,112.12999725341795,112.19000244140624,112.95999908447266,111.8000030517578,109.23999786376952,142.7899932861328,124.66399993896484,126.38714977264404,112.0,135.01,157.0,1.41,-0.034,0.92,0.92,6.24,6.24,0.3610778741865511,0.11623600867678992,0.5226861171366595
2023-02-07 12:30:01,112.70999908447266,112.12999725341795,112.19000244140624,113.38999938964844,111.8000030517578,109.23999786376952,142.7899932861328,124.66399993896484,126.38714977264404,112.0,135.01,157.0,1.41,-0.034,0.92,0.92,6.24,6.24,0.3610778741865511,0.11623600867678992,0.5226861171366595
2023-02-07 13:00:01,113.13500213623048,112.12999725341795,112.19000244140624,113.41000366210938,111.8000030517578,109.23999786376952,142.7899932861328,124.66399993896484,126.38714977264404,112.0,135.01,157.0,1.41,-0.034,0.92,0.92,6.24,6.24,0.3610778741865511,0.11623600867678992,0.5226861171366595
2023-02-07 13:30:02,112.02999877929688,112.12999725341795,112.19000244140624,113.41000366210938,111.8000030517578,109.23999786376952,142.7899932861328,124.66399993896484,126.38714977264404,112.0,135.01,157.0,1.41,-0.034,0.92,0.92,6.24,6.24,0.3610778741865511,0.11623600867678992,0.5226861171366595
2023-02-07 15:00:02,113.0500030517578,112.12999725341795,112.19000244140624,113.41000366210938,111.8000030517578,109.23999786376952,142.7899932861328,124.66399993896484,126.38714977264404,112.0,135.01,157.0,1.41,-0.034,0.92,0.92,6.24,6.24,0.3610778741865511,0.11623600867678992,0.5226861171366595
2023-02-07 15:30:02,113.61000061035156,112.12999725341795,112.19000244140624,113.62999725341795,111.8000030517578,109.23999786376952,142.7899932861328,124.66399993896484,126.38714977264404,112.0,135.01,157.0,1.41,-0.034,0.92,0.92,6.24,6.24,0.3610778741865511,0.11623600867678992,0.5226861171366595
2023-02-07 16:00:01,114.18000030517578,112.12999725341795,112.19000244140624,114.36000061035156,111.8000030517578,109.23999786376952,142.7899932861328,124.66399993896484,126.38714977264404,112.0,135.01,157.0,1.41,-0.034,0.92,0.92,6.24,6.24,0.3610778741865511,0.11623600867678992,0.5226861171366595
2023-02-13 09:00:02,111.8000030517578,111.86000061035156,112.2,112.9000015258789,111.41000366210938,109.23999786376952,142.7899932861328,123.34539978027344,126.11644985198974,107.0,133.5,157.0,1.32,-0.096,0.92,0.92,6.03,6.03,0.35921897654584195,0.11592729211087446,0.5248541577825154
2023-02-13 09:30:02,111.97000122070312,111.86000061035156,111.82,111.97000122070312,111.47000122070312,109.23999786376952,142.7899932861328,123.34539978027344,126.11644985198974,107.0,133.5,157.0,1.32,-0.096,0.92,0.92,6.03,6.03,0.35921897654584195,0.11592729211087446,0.5248541577825154
2023-02-13 10:00:01,112.08499908447266,111.47000122070312,111.82,112.47000122070312,111.47000122070312,109.23999786376952,142.7899932861328,123.34539978027344,126.11644985198974,107.0,133.5,157.0,1.32,-0.096,0.92,0.92,6.03,6.03,0.35921897654584195,0.11592729211087446,0.5248541577825154
2023-02-13 10:30:02,112.18000030517578,111.47000122070312,111.82,112.47000122070312,111.47000122070312,109.23999786376952,142.7899932861328,123.34539978027344,126.11644985198974,107.0,133.5,157.0,1.32,-0.096,0.92,0.92,6.03,6.03,0.35921897654584195,0.11592729211087446,0.5248541577825154
2023-02-13 11:00:02,112.08999633789062,111.47000122070312,111.82,112.47000122070312,111.47000122070312,109.23999786376952,142.7899932861328,123.34539978027344,126.11644985198974,107.0,133.5,157.0,1.32,-0.096,0.92,0.92,6.03,6.03,0.35921897654584195,0.11592729211087446,0.5248541577825154
2023-02-13 11:30:02,112.04000091552734,111.47000122070312,111.82,112.47000122070312,111.47000122070312,109.23999786376952,142.7899932861328,123.34539978027344,126.11644985198974,107.0,133.5,157.0,1.32,-0.096,0.92,0.92,6.03,6.03,0.35921897654584195,0.11592729211087446,0.5248541577825154
2023-02-13 11:50:37,111.81999969482422,111.47000122070312,111.82,112.47000122070312,111.47000122070312,109.23999786376952,142.7899932861328,123.34539978027344,126.11644985198974,107.0,133.5,157.0,1.32,-0.096,0.92,0.92,6.03,6.03,0.35921897654584195,0.11592729211087446,0.5248541577825154
2023-02-13 12:00:02,111.9000015258789,111.47000122070312,111.82,112.47000122070312,111.47000122070312,109.23999786376952,142.7899932861328,123.34539978027344,126.11644985198974,107.0,133.5,157.0,1.32,-0.096,0.92,0.92,6.03,6.03,0.35921897654584195,0.11592729211087446,0.5248541577825154
2023-02-13 12:30:02,112.91000366210938,111.47000122070312,111.82,112.9800033569336,111.47000122070312,109.23999786376952,142.7899932861328,123.34539978027344,126.11644985198974,107.0,133.5,157.0,1.32,-0.096,0.92,0.92,6.03,6.03,0.35921897654584195,0.11592729211087446,0.5248541577825154
2023-02-13 13:00:02,112.7699966430664,111.47000122070312,111.82,112.9800033569336,111.47000122070312,109.23999786376952,142.7899932861328,123.34539978027344,126.11644985198974,107.0,133.5,157.0,1.32,-0.096,0.92,0.92,6.03,6.03,0.35921897654584195,0.11592729211087446,0.5248541577825154
2023-02-13 13:30:02,112.92970275878906,111.47000122070312,111.82,112.9800033569336,111.47000122070312,109.23999786376952,142.7899932861328,123.34539978027344,126.11644985198974,107.0,133.5,157.0,1.32,-0.096,0.92,0.92,6.03,6.03,0.35921897654584195,0.11592729211087446,0.5248541577825154
2023-02-13 14:00:02,113.24500274658205,111.47000122070312,111.82,113.29000091552734,111.47000122070312,109.23999786376952,142.7899932861328,123.34539978027344,126.11644985198974,107.0,133.5,157.0,1.32,-0.096,0.92,0.92,6.03,6.03,0.35921897654584195,0.11592729211087446,0.5248541577825154
2023-02-13 14:30:02,112.98999786376952,111.47000122070312,111.82,113.29000091552734,111.47000122070312,109.23999786376952,142.7899932861328,123.34539978027344,126.11644985198974,107.0,133.5,157.0,1.32,-0.096,0.92,0.92,6.03,6.03,0.35921897654584195,0.11592729211087446,0.5248541577825154
2023-02-13 15:00:02,113.04000091552734,111.47000122070312,111.82,113.29000091552734,111.47000122070312,109.23999786376952,142.7899932861328,123.34539978027344,126.11644985198974,107.0,133.5,157.0,1.32,-0.096,0.92,0.92,6.03,6.03,0.35921897654584195,0.11592729211087446,0.5248541577825154
2023-02-13 15:30:01,113.29499816894533,111.47000122070312,111.82,113.31999969482422,111.47000122070312,109.23999786376952,142.7899932861328,123.34539978027344,126.11644985198974,107.0,133.5,157.0,1.32,-0.096,0.92,0.92,6.03,6.03,0.35921897654584195,0.11592729211087446,0.5248541577825154
